season,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,PTS,PLUS_MINUS
2022-23,1610612744,GSW,0022200002,2022-10-18,GSW vs. LAL,W,123,14
2022-23,1610612738,BOS,0022200001,2022-10-18,BOS vs. PHI,W,126,9
2022-23,1610612755,PHI,0022200001,2022-10-18,PHI @ BOS,L,117,-9
2022-23,1610612747,LAL,0022200002,2022-10-18,LAL @ GSW,L,109,-14
2022-23,1610612741,CHI,0022200007,2022-10-19,CHI @ MIA,W,116,8
2022-23,1610612760,OKC,0022200010,2022-10-19,OKC @ MIN,L,108,-7
2022-23,1610612740,NOP,0022200006,2022-10-19,NOP @ BKN,W,130,22
2022-23,1610612763,MEM,0022200009,2022-10-19,MEM vs. NYK,W,115,3
2022-23,1610612765,DET,0022200003,2022-10-19,DET vs. ORL,W,113,4
2022-23,1610612764,WAS,0022200004,2022-10-19,WAS @ IND,W,114,7
2022-23,1610612742,DAL,0022200013,2022-10-19,DAL @ PHX,L,105,-2
2022-23,1610612758,SAC,0022200014,2022-10-19,SAC vs. POR,L,108,-7
2022-23,1610612757,POR,0022200014,2022-10-19,POR @ SAC,W,115,7
2022-23,1610612766,CHA,0022200011,2022-10-19,CHA @ SAS,W,129,27
2022-23,1610612745,HOU,0022200005,2022-10-19,HOU @ ATL,L,107,-10
2022-23,1610612761,TOR,0022200008,2022-10-19,TOR vs. CLE,W,108,3
2022-23,1610612751,BKN,0022200006,2022-10-19,BKN vs. NOP,L,108,-22
2022-23,1610612748,MIA,0022200007,2022-10-19,MIA vs. CHI,L,108,-8
2022-23,1610612756,PHX,0022200013,2022-10-19,PHX vs. DAL,W,107,2
2022-23,1610612762,UTA,0022200012,2022-10-19,UTA vs. DEN,W,123,21
2022-23,1610612737,ATL,0022200005,2022-10-19,ATL vs. HOU,W,117,10
2022-23,1610612750,MIN,0022200010,2022-10-19,MIN vs. OKC,W,115,7
2022-23,1610612739,CLE,0022200008,2022-10-19,CLE @ TOR,L,105,-3
2022-23,1610612743,DEN,0022200012,2022-10-19,DEN @ UTA,L,102,-21
2022-23,1610612752,NYK,0022200009,2022-10-19,NYK @ MEM,L,112,-3
2022-23,1610612754,IND,0022200004,2022-10-19,IND vs. WAS,L,107,-7
2022-23,1610612753,ORL,0022200003,2022-10-19,ORL @ DET,L,109,-4
2022-23,1610612759,SAS,0022200011,2022-10-19,SAS vs. CHA,L,102,-27
2022-23,1610612746,LAC,0022200016,2022-10-20,LAC @ LAL,W,103,6
2022-23,1610612755,PHI,0022200015,2022-10-20,PHI vs. MIL,L,88,-2
2022-23,1610612749,MIL,0022200015,2022-10-20,MIL @ PHI,W,90,2
2022-23,1610612747,LAL,0022200016,2022-10-20,LAL vs. LAC,L,97,-6
2022-23,1610612738,BOS,0022200022,2022-10-21,BOS @ MIA,W,111,7
2022-23,1610612762,UTA,0022200025,2022-10-21,UTA @ MIN,W,132,6
2022-23,1610612761,TOR,0022200021,2022-10-21,TOR @ BKN,L,105,-4
2022-23,1610612765,DET,0022200023,2022-10-21,DET @ NYK,L,106,-24
2022-23,1610612737,ATL,0022200020,2022-10-21,ATL vs. ORL,W,108,10
2022-23,1610612759,SAS,0022200018,2022-10-21,SAS @ IND,W,137,3
2022-23,1610612757,POR,0022200027,2022-10-21,POR vs. PHX,W,113,2
2022-23,1610612756,PHX,0022200027,2022-10-21,PHX @ POR,L,111,-2
2022-23,1610612754,IND,0022200018,2022-10-21,IND vs. SAS,L,134,-3
2022-23,1610612753,ORL,0022200020,2022-10-21,ORL @ ATL,L,98,-10
2022-23,1610612748,MIA,0022200022,2022-10-21,MIA vs. BOS,L,104,-7
2022-23,1610612766,CHA,0022200017,2022-10-21,CHA vs. NOP,L,112,-12
2022-23,1610612764,WAS,0022200019,2022-10-21,WAS vs. CHI,W,102,2
2022-23,1610612744,GSW,0022200026,2022-10-21,GSW vs. DEN,L,123,-5
2022-23,1610612743,DEN,0022200026,2022-10-21,DEN @ GSW,W,128,5
2022-23,1610612763,MEM,0022200024,2022-10-21,MEM @ HOU,W,129,7
2022-23,1610612751,BKN,0022200021,2022-10-21,BKN vs. TOR,W,109,4
2022-23,1610612750,MIN,0022200025,2022-10-21,MIN vs. UTA,L,126,-6
2022-23,1610612745,HOU,0022200024,2022-10-21,HOU vs. MEM,L,122,-7
2022-23,1610612741,CHI,0022200019,2022-10-21,CHI @ WAS,L,100,-2
2022-23,1610612752,NYK,0022200023,2022-10-21,NYK vs. DET,W,130,24
2022-23,1610612740,NOP,0022200017,2022-10-21,NOP @ CHA,W,124,12
2022-23,1610612761,TOR,0022200031,2022-10-22,TOR @ MIA,L,109,-3
2022-23,1610612745,HOU,0022200033,2022-10-22,HOU @ MIL,L,105,-20
2022-23,1610612738,BOS,0022200030,2022-10-22,BOS @ ORL,W,126,6
2022-23,1610612765,DET,0022200029,2022-10-22,DET @ IND,L,115,-9
2022-23,1610612759,SAS,0022200028,2022-10-22,SAS @ PHI,W,114,9
2022-23,1610612746,LAC,0022200036,2022-10-22,LAC @ SAC,W,111,2
2022-23,1610612755,PHI,0022200028,2022-10-22,PHI vs. SAS,L,105,-9
2022-23,1610612753,ORL,0022200030,2022-10-22,ORL vs. BOS,L,120,-6
2022-23,1610612741,CHI,0022200032,2022-10-22,CHI vs. CLE,L,96,-32
2022-23,1610612739,CLE,0022200032,2022-10-22,CLE @ CHI,W,128,32
2022-23,1610612763,MEM,0022200034,2022-10-22,MEM @ DAL,L,96,-41
2022-23,1610612760,OKC,0022200035,2022-10-22,OKC @ DEN,L,117,-5
2022-23,1610612749,MIL,0022200033,2022-10-22,MIL vs. HOU,W,125,20
2022-23,1610612758,SAC,0022200036,2022-10-22,SAC vs. LAC,L,109,-2
2022-23,1610612743,DEN,0022200035,2022-10-22,DEN vs. OKC,W,122,5
2022-23,1610612748,MIA,0022200031,2022-10-22,MIA vs. TOR,W,112,3
2022-23,1610612742,DAL,0022200034,2022-10-22,DAL vs. MEM,W,137,41
2022-23,1610612754,IND,0022200029,2022-10-22,IND vs. DET,W,124,9
2022-23,1610612757,POR,0022200037,2022-10-23,POR @ LAL,W,106,2
2022-23,1610612760,OKC,0022200041,2022-10-23,OKC vs. MIN,L,106,-10
2022-23,1610612746,LAC,0022200043,2022-10-23,LAC vs. PHX,L,95,-17
2022-23,1610612747,LAL,0022200037,2022-10-23,LAL vs. POR,L,104,-2
2022-23,1610612744,GSW,0022200042,2022-10-23,GSW vs. SAC,W,130,5
2022-23,1610612766,CHA,0022200038,2022-10-23,CHA @ ATL,W,126,17
2022-23,1610612764,WAS,0022200039,2022-10-23,WAS @ CLE,L,107,-10
2022-23,1610612762,UTA,0022200040,2022-10-23,UTA @ NOP,W,122,1
2022-23,1610612758,SAC,0022200042,2022-10-23,SAC @ GSW,L,125,-5
2022-23,1610612756,PHX,0022200043,2022-10-23,PHX @ LAC,W,112,17
2022-23,1610612750,MIN,0022200041,2022-10-23,MIN @ OKC,W,116,10
2022-23,1610612740,NOP,0022200040,2022-10-23,NOP vs. UTA,L,121,-1
2022-23,1610612739,CLE,0022200039,2022-10-23,CLE vs. WAS,W,117,10
2022-23,1610612737,ATL,0022200038,2022-10-23,ATL vs. CHA,L,109,-17
2022-23,1610612761,TOR,0022200045,2022-10-24,TOR @ MIA,W,98,8
2022-23,1610612759,SAS,0022200050,2022-10-24,SAS @ MIN,W,115,9
2022-23,1610612763,MEM,0022200049,2022-10-24,MEM vs. BKN,W,134,10
2022-23,1610612753,ORL,0022200046,2022-10-24,ORL @ NYK,L,102,-13
2022-23,1610612752,NYK,0022200046,2022-10-24,NYK vs. ORL,W,115,13
2022-23,1610612755,PHI,0022200044,2022-10-24,PHI vs. IND,W,120,14
2022-23,1610612754,IND,0022200044,2022-10-24,IND @ PHI,L,106,-14
2022-23,1610612743,DEN,0022200051,2022-10-24,DEN @ POR,L,110,-25
2022-23,1610612750,MIN,0022200050,2022-10-24,MIN vs. SAS,L,106,-9
2022-23,1610612741,CHI,0022200047,2022-10-24,CHI vs. BOS,W,120,18
2022-23,1610612738,BOS,0022200047,2022-10-24,BOS @ CHI,L,102,-18
2022-23,1610612757,POR,0022200051,2022-10-24,POR vs. DEN,W,135,25
2022-23,1610612762,UTA,0022200048,2022-10-24,UTA @ HOU,L,108,-6
2022-23,1610612748,MIA,0022200045,2022-10-24,MIA vs. TOR,L,90,-8
2022-23,1610612745,HOU,0022200048,2022-10-24,HOU vs. UTA,W,114,6
2022-23,1610612751,BKN,0022200049,2022-10-24,BKN @ MEM,L,124,-10
2022-23,1610612744,GSW,0022200055,2022-10-25,GSW @ PHX,L,105,-29
2022-23,1610612742,DAL,0022200053,2022-10-25,DAL @ NOP,L,111,-2
2022-23,1610612740,NOP,0022200053,2022-10-25,NOP vs. DAL,W,113,2
2022-23,1610612756,PHX,0022200055,2022-10-25,PHX vs. GSW,W,134,29
2022-23,1610612760,OKC,0022200054,2022-10-25,OKC vs. LAC,W,108,14
2022-23,1610612746,LAC,0022200054,2022-10-25,LAC @ OKC,L,94,-14
2022-23,1610612765,DET,0022200052,2022-10-25,DET @ WAS,L,99,-21
2022-23,1610612764,WAS,0022200052,2022-10-25,WAS vs. DET,W,120,21
2022-23,1610612743,DEN,0022200064,2022-10-26,DEN vs. LAL,W,110,11
2022-23,1610612757,POR,0022200065,2022-10-26,POR vs. MIA,L,98,-21
2022-23,1610612751,BKN,0022200060,2022-10-26,BKN @ MIL,L,99,-11
2022-23,1610612759,SAS,0022200062,2022-10-26,SAS @ MIN,L,122,-12
2022-23,1610612749,MIL,0022200060,2022-10-26,MIL vs. BKN,W,110,11
2022-23,1610612766,CHA,0022200058,2022-10-26,CHA @ NYK,L,131,-3
2022-23,1610612739,CLE,0022200056,2022-10-26,CLE vs. ORL,W,103,11
2022-23,1610612741,CHI,0022200061,2022-10-26,CHI vs. IND,W,124,15
2022-23,1610612761,TOR,0022200059,2022-10-26,TOR vs. PHI,W,119,10
2022-23,1610612748,MIA,0022200065,2022-10-26,MIA @ POR,W,119,21
2022-23,1610612750,MIN,0022200062,2022-10-26,MIN vs. SAS,W,134,12
2022-23,1610612765,DET,0022200057,2022-10-26,DET vs. ATL,L,113,-5
2022-23,1610612753,ORL,0022200056,2022-10-26,ORL @ CLE,L,92,-11
2022-23,1610612754,IND,0022200061,2022-10-26,IND @ CHI,L,109,-15
2022-23,1610612747,LAL,0022200064,2022-10-26,LAL @ DEN,L,99,-11
2022-23,1610612762,UTA,0022200063,2022-10-26,UTA vs. HOU,W,109,8
2022-23,1610612755,PHI,0022200059,2022-10-26,PHI @ TOR,L,109,-10
2022-23,1610612745,HOU,0022200063,2022-10-26,HOU @ UTA,L,101,-8
2022-23,1610612737,ATL,0022200057,2022-10-26,ATL @ DET,W,118,5
2022-23,1610612752,NYK,0022200058,2022-10-26,NYK vs. CHA,W,134,3
2022-23,1610612744,GSW,0022200068,2022-10-27,GSW vs. MIA,W,123,13
2022-23,1610612742,DAL,0022200066,2022-10-27,DAL @ BKN,W,129,4
2022-23,1610612763,MEM,0022200069,2022-10-27,MEM @ SAC,W,125,15
2022-23,1610612751,BKN,0022200066,2022-10-27,BKN vs. DAL,L,125,-4
2022-23,1610612748,MIA,0022200068,2022-10-27,MIA @ GSW,L,110,-13
2022-23,1610612760,OKC,0022200067,2022-10-27,OKC vs. LAC,W,118,8
2022-23,1610612746,LAC,0022200067,2022-10-27,LAC @ OKC,L,110,-8
2022-23,1610612758,SAC,0022200069,2022-10-27,SAC vs. MEM,L,110,-15
2022-23,1610612750,MIN,0022200076,2022-10-28,MIN vs. LAL,W,111,9
2022-23,1610612752,NYK,0022200075,2022-10-28,NYK @ MIL,L,108,-11
2022-23,1610612747,LAL,0022200076,2022-10-28,LAL @ MIN,L,102,-9
2022-23,1610612749,MIL,0022200075,2022-10-28,MIL vs. NYK,W,119,11
2022-23,1610612766,CHA,0022200071,2022-10-28,CHA @ ORL,L,93,-20
2022-23,1610612764,WAS,0022200074,2022-10-28,WAS vs. IND,L,117,-10
2022-23,1610612761,TOR,0022200073,2022-10-28,TOR vs. PHI,L,90,-22
2022-23,1610612740,NOP,0022200079,2022-10-28,NOP @ PHX,L,111,-13
2022-23,1610612745,HOU,0022200080,2022-10-28,HOU @ POR,L,111,-14
2022-23,1610612741,CHI,0022200077,2022-10-28,CHI @ SAS,L,124,-5
2022-23,1610612765,DET,0022200070,2022-10-28,DET vs. ATL,L,112,-24
2022-23,1610612739,CLE,0022200072,2022-10-28,CLE @ BOS,W,132,9
2022-23,1610612738,BOS,0022200072,2022-10-28,BOS vs. CLE,L,123,-9
2022-23,1610612756,PHX,0022200079,2022-10-28,PHX vs. NOP,W,124,13
2022-23,1610612759,SAS,0022200077,2022-10-28,SAS vs. CHI,W,129,5
2022-23,1610612762,UTA,0022200078,2022-10-28,UTA @ DEN,L,101,-16
2022-23,1610612757,POR,0022200080,2022-10-28,POR vs. HOU,W,125,14
2022-23,1610612755,PHI,0022200073,2022-10-28,PHI @ TOR,W,112,22
2022-23,1610612743,DEN,0022200078,2022-10-28,DEN vs. UTA,W,117,16
2022-23,1610612754,IND,0022200074,2022-10-28,IND @ WAS,W,127,10
2022-23,1610612737,ATL,0022200070,2022-10-28,ATL @ DET,W,136,24
2022-23,1610612753,ORL,0022200071,2022-10-28,ORL vs. CHA,W,113,20
2022-23,1610612758,SAC,0022200081,2022-10-29,SAC vs. MIA,W,119,6
2022-23,1610612737,ATL,0022200085,2022-10-29,ATL @ MIL,L,115,-8
2022-23,1610612754,IND,0022200083,2022-10-29,IND @ BKN,W,125,9
2022-23,1610612751,BKN,0022200083,2022-10-29,BKN vs. IND,L,116,-9
2022-23,1610612741,CHI,0022200084,2022-10-29,CHI vs. PHI,L,109,-5
2022-23,1610612748,MIA,0022200081,2022-10-29,MIA @ SAC,L,113,-6
2022-23,1610612749,MIL,0022200085,2022-10-29,MIL vs. ATL,W,123,8
2022-23,1610612755,PHI,0022200084,2022-10-29,PHI @ CHI,W,114,5
2022-23,1610612760,OKC,0022200086,2022-10-29,OKC @ DAL,W,117,6
2022-23,1610612766,CHA,0022200082,2022-10-29,CHA vs. GSW,W,120,7
2022-23,1610612742,DAL,0022200086,2022-10-29,DAL vs. OKC,L,111,-6
2022-23,1610612763,MEM,0022200087,2022-10-29,MEM @ UTA,L,123,-1
2022-23,1610612762,UTA,0022200087,2022-10-29,UTA vs. MEM,W,124,1
2022-23,1610612744,GSW,0022200082,2022-10-29,GSW @ CHA,L,113,-7
2022-23,1610612743,DEN,0022200095,2022-10-30,DEN @ LAL,L,110,-11
2022-23,1610612759,SAS,0022200092,2022-10-30,SAS vs. MIN,W,107,9
2022-23,1610612739,CLE,0022200090,2022-10-30,CLE vs. NYK,W,121,13
2022-23,1610612742,DAL,0022200093,2022-10-30,DAL vs. ORL,W,114,9
2022-23,1610612745,HOU,0022200094,2022-10-30,HOU @ PHX,L,109,-15
2022-23,1610612750,MIN,0022200092,2022-10-30,MIN @ SAS,L,98,-9
2022-23,1610612764,WAS,0022200089,2022-10-30,WAS @ BOS,L,94,-18
2022-23,1610612752,NYK,0022200090,2022-10-30,NYK @ CLE,L,108,-13
2022-23,1610612746,LAC,0022200088,2022-10-30,LAC vs. NOP,L,91,-21
2022-23,1610612753,ORL,0022200093,2022-10-30,ORL @ DAL,L,105,-9
2022-23,1610612747,LAL,0022200095,2022-10-30,LAL vs. DEN,W,121,11
2022-23,1610612765,DET,0022200091,2022-10-30,DET vs. GSW,W,128,14
2022-23,1610612756,PHX,0022200094,2022-10-30,PHX vs. HOU,W,124,15
2022-23,1610612740,NOP,0022200088,2022-10-30,NOP @ LAC,W,112,21
2022-23,1610612738,BOS,0022200089,2022-10-30,BOS vs. WAS,W,112,18
2022-23,1610612744,GSW,0022200091,2022-10-30,GSW @ DET,L,114,-14
2022-23,1610612765,DET,0022200100,2022-10-31,DET @ MIL,L,108,-2
2022-23,1610612754,IND,0022200098,2022-10-31,IND @ BKN,L,109,-7
2022-23,1610612751,BKN,0022200098,2022-10-31,BKN vs. IND,W,116,7
2022-23,1610612764,WAS,0022200097,2022-10-31,WAS vs. PHI,L,111,-7
2022-23,1610612766,CHA,0022200096,2022-10-31,CHA vs. SAC,L,108,-7
2022-23,1610612761,TOR,0022200099,2022-10-31,TOR vs. ATL,W,139,30
2022-23,1610612746,LAC,0022200102,2022-10-31,LAC vs. HOU,W,95,2
2022-23,1610612745,HOU,0022200102,2022-10-31,HOU @ LAC,L,93,-2
2022-23,1610612737,ATL,0022200099,2022-10-31,ATL @ TOR,L,109,-30
2022-23,1610612763,MEM,0022200101,2022-10-31,MEM @ UTA,L,105,-16
2022-23,1610612762,UTA,0022200101,2022-10-31,UTA vs. MEM,W,121,16
2022-23,1610612755,PHI,0022200097,2022-10-31,PHI @ WAS,W,118,7
2022-23,1610612749,MIL,0022200100,2022-10-31,MIL vs. DET,W,110,2
2022-23,1610612758,SAC,0022200096,2022-10-31,SAC @ CHA,W,115,7
2022-23,1610612744,GSW,0022200104,2022-11-01,GSW @ MIA,L,109,-7
2022-23,1610612756,PHX,0022200106,2022-11-01,PHX vs. MIN,W,116,9
2022-23,1610612741,CHI,0022200103,2022-11-01,CHI @ BKN,W,108,9
2022-23,1610612760,OKC,0022200105,2022-11-01,OKC vs. ORL,W,116,8
2022-23,1610612750,MIN,0022200106,2022-11-01,MIN @ PHX,L,107,-9
2022-23,1610612751,BKN,0022200103,2022-11-01,BKN vs. CHI,L,99,-9
2022-23,1610612748,MIA,0022200104,2022-11-01,MIA vs. GSW,W,116,7
2022-23,1610612753,ORL,0022200105,2022-11-01,ORL @ OKC,L,108,-8
2022-23,1610612740,NOP,0022200117,2022-11-02,NOP @ LAL,L,117,-3
2022-23,1610612758,SAC,0022200109,2022-11-02,SAC @ MIA,L,107,-3
2022-23,1610612765,DET,0022200113,2022-11-02,DET @ MIL,L,91,-25
2022-23,1610612737,ATL,0022200110,2022-11-02,ATL @ NYK,W,112,13
2022-23,1610612764,WAS,0022200108,2022-11-02,WAS @ PHI,W,121,10
2022-23,1610612763,MEM,0022200116,2022-11-02,MEM @ POR,W,111,5
2022-23,1610612748,MIA,0022200109,2022-11-02,MIA vs. SAC,W,110,3
2022-23,1610612761,TOR,0022200114,2022-11-02,TOR @ SAS,W,143,43
2022-23,1610612752,NYK,0022200110,2022-11-02,NYK vs. ATL,L,99,-13
2022-23,1610612739,CLE,0022200107,2022-11-02,CLE vs. BOS,W,114,1
2022-23,1610612738,BOS,0022200107,2022-11-02,BOS @ CLE,L,113,-1
2022-23,1610612747,LAL,0022200117,2022-11-02,LAL vs. NOP,W,120,3
2022-23,1610612766,CHA,0022200111,2022-11-02,CHA @ CHI,L,88,-18
2022-23,1610612762,UTA,0022200115,2022-11-02,UTA @ DAL,L,100,-3
2022-23,1610612746,LAC,0022200112,2022-11-02,LAC @ HOU,W,109,8
2022-23,1610612745,HOU,0022200112,2022-11-02,HOU vs. LAC,L,101,-8
2022-23,1610612759,SAS,0022200114,2022-11-02,SAS vs. TOR,L,100,-43
2022-23,1610612742,DAL,0022200115,2022-11-02,DAL vs. UTA,W,103,3
2022-23,1610612757,POR,0022200116,2022-11-02,POR vs. MEM,L,106,-5
2022-23,1610612755,PHI,0022200108,2022-11-02,PHI vs. WAS,L,111,-10
2022-23,1610612749,MIL,0022200113,2022-11-02,MIL vs. DET,W,116,25
2022-23,1610612741,CHI,0022200111,2022-11-02,CHI vs. CHA,W,106,18
2022-23,1610612744,GSW,0022200118,2022-11-03,GSW @ ORL,L,129,-1
2022-23,1610612760,OKC,0022200119,2022-11-03,OKC vs. DEN,L,110,-12
2022-23,1610612753,ORL,0022200118,2022-11-03,ORL vs. GSW,W,130,1
2022-23,1610612743,DEN,0022200119,2022-11-03,DEN @ OKC,W,122,12
2022-23,1610612762,UTA,0022200131,2022-11-04,UTA @ LAL,W,130,14
2022-23,1610612754,IND,0022200121,2022-11-04,IND vs. MIA,W,101,2
2022-23,1610612750,MIN,0022200129,2022-11-04,MIN vs. MIL,L,102,-13
2022-23,1610612749,MIL,0022200129,2022-11-04,MIL @ MIN,W,115,13
2022-23,1610612764,WAS,0022200123,2022-11-04,WAS vs. BKN,L,86,-42
2022-23,1610612755,PHI,0022200122,2022-11-04,PHI vs. NYK,L,104,-2
2022-23,1610612748,MIA,0022200121,2022-11-04,MIA @ IND,L,99,-2
2022-23,1610612752,NYK,0022200122,2022-11-04,NYK @ PHI,W,106,2
2022-23,1610612757,POR,0022200130,2022-11-04,POR @ PHX,W,108,2
2022-23,1610612756,PHX,0022200130,2022-11-04,PHX vs. POR,L,106,-2
2022-23,1610612746,LAC,0022200126,2022-11-04,LAC @ SAS,W,113,7
2022-23,1610612741,CHI,0022200124,2022-11-04,CHI @ BOS,L,119,-4
2022-23,1610612765,DET,0022200120,2022-11-04,DET vs. CLE,L,88,-24
2022-23,1610612744,GSW,0022200128,2022-11-04,GSW @ NOP,L,105,-9
2022-23,1610612738,BOS,0022200124,2022-11-04,BOS vs. CHI,W,123,4
2022-23,1610612761,TOR,0022200127,2022-11-04,TOR @ DAL,L,110,-1
2022-23,1610612740,NOP,0022200128,2022-11-04,NOP vs. GSW,W,114,9
2022-23,1610612759,SAS,0022200126,2022-11-04,SAS vs. LAC,L,106,-7
2022-23,1610612742,DAL,0022200127,2022-11-04,DAL vs. TOR,W,111,1
2022-23,1610612747,LAL,0022200131,2022-11-04,LAL vs. UTA,L,116,-14
2022-23,1610612766,CHA,0022200125,2022-11-04,CHA @ MEM,L,99,-31
2022-23,1610612751,BKN,0022200123,2022-11-04,BKN @ WAS,W,128,42
2022-23,1610612739,CLE,0022200120,2022-11-04,CLE @ DET,W,112,24
2022-23,1610612763,MEM,0022200125,2022-11-04,MEM vs. CHA,W,130,31
2022-23,1610612760,OKC,0022200136,2022-11-05,OKC @ MIL,L,94,-14
2022-23,1610612745,HOU,0022200137,2022-11-05,HOU @ MIN,L,117,-12
2022-23,1610612766,CHA,0022200133,2022-11-05,CHA vs. BKN,L,94,-4
2022-23,1610612738,BOS,0022200135,2022-11-05,BOS @ NYK,W,133,15
2022-23,1610612758,SAC,0022200132,2022-11-05,SAC @ ORL,W,126,3
2022-23,1610612757,POR,0022200139,2022-11-05,POR @ PHX,L,82,-20
2022-23,1610612756,PHX,0022200139,2022-11-05,PHX vs. POR,W,102,20
2022-23,1610612753,ORL,0022200132,2022-11-05,ORL vs. SAC,L,123,-3
2022-23,1610612743,DEN,0022200138,2022-11-05,DEN vs. SAS,W,126,25
2022-23,1610612740,NOP,0022200134,2022-11-05,NOP @ ATL,L,121,-3
2022-23,1610612752,NYK,0022200135,2022-11-05,NYK vs. BOS,L,118,-15
2022-23,1610612737,ATL,0022200134,2022-11-05,ATL vs. NOP,W,124,3
2022-23,1610612759,SAS,0022200138,2022-11-05,SAS @ DEN,L,101,-25
2022-23,1610612750,MIN,0022200137,2022-11-05,MIN vs. HOU,W,129,12
2022-23,1610612749,MIL,0022200136,2022-11-05,MIL vs. OKC,W,108,14
2022-23,1610612751,BKN,0022200133,2022-11-05,BKN @ CHA,W,98,4
2022-23,1610612739,CLE,0022200140,2022-11-06,CLE @ LAL,W,114,14
2022-23,1610612747,LAL,0022200140,2022-11-06,LAL vs. CLE,L,100,-14
2022-23,1610612761,TOR,0022200141,2022-11-06,TOR vs. CHI,W,113,9
2022-23,1610612762,UTA,0022200143,2022-11-06,UTA @ LAC,W,110,8
2022-23,1610612741,CHI,0022200141,2022-11-06,CHI @ TOR,L,104,-9
2022-23,1610612746,LAC,0022200143,2022-11-06,LAC vs. UTA,L,102,-8
2022-23,1610612764,WAS,0022200142,2022-11-06,WAS @ MEM,L,97,-6
2022-23,1610612763,MEM,0022200142,2022-11-06,MEM vs. WAS,W,103,6
2022-23,1610612762,UTA,0022200157,2022-11-07,UTA vs. LAL,W,139,23
2022-23,1610612757,POR,0022200150,2022-11-07,POR @ MIA,W,110,3
2022-23,1610612737,ATL,0022200149,2022-11-07,ATL vs. MIL,W,117,19
2022-23,1610612752,NYK,0022200153,2022-11-07,NYK @ MIN,W,120,13
2022-23,1610612742,DAL,0022200155,2022-11-07,DAL vs. BKN,W,96,2
2022-23,1610612750,MIN,0022200153,2022-11-07,MIN vs. NYK,L,107,-13
2022-23,1610612745,HOU,0022200145,2022-11-07,HOU @ ORL,W,134,7
2022-23,1610612740,NOP,0022200147,2022-11-07,NOP @ IND,L,122,-7
2022-23,1610612756,PHX,0022200148,2022-11-07,PHX @ PHI,L,88,-12
2022-23,1610612755,PHI,0022200148,2022-11-07,PHI vs. PHX,W,100,12
2022-23,1610612748,MIA,0022200150,2022-11-07,MIA vs. POR,L,107,-3
2022-23,1610612744,GSW,0022200156,2022-11-07,GSW vs. SAC,W,116,3
2022-23,1610612743,DEN,0022200154,2022-11-07,DEN @ SAS,W,115,6
2022-23,1610612749,MIL,0022200149,2022-11-07,MIL @ ATL,L,98,-19
2022-23,1610612763,MEM,0022200152,2022-11-07,MEM vs. BOS,L,106,-3
2022-23,1610612746,LAC,0022200158,2022-11-07,LAC vs. CLE,W,119,2
2022-23,1610612754,IND,0022200147,2022-11-07,IND vs. NOP,W,129,7
2022-23,1610612761,TOR,0022200151,2022-11-07,TOR @ CHI,L,97,-14
2022-23,1610612751,BKN,0022200155,2022-11-07,BKN @ DAL,L,94,-2
2022-23,1610612759,SAS,0022200154,2022-11-07,SAS vs. DEN,L,109,-6
2022-23,1610612758,SAC,0022200156,2022-11-07,SAC @ GSW,L,113,-3
2022-23,1610612753,ORL,0022200145,2022-11-07,ORL vs. HOU,L,127,-7
2022-23,1610612739,CLE,0022200158,2022-11-07,CLE @ LAC,L,117,-2
2022-23,1610612765,DET,0022200146,2022-11-07,DET vs. OKC,W,112,9
2022-23,1610612741,CHI,0022200151,2022-11-07,CHI vs. TOR,W,111,14
2022-23,1610612747,LAL,0022200157,2022-11-07,LAL @ UTA,L,116,-23
2022-23,1610612738,BOS,0022200152,2022-11-07,BOS @ MEM,W,109,3
2022-23,1610612766,CHA,0022200144,2022-11-07,CHA vs. WAS,L,100,-8
2022-23,1610612760,OKC,0022200146,2022-11-07,OKC @ DET,L,103,-9
2022-23,1610612764,WAS,0022200144,2022-11-07,WAS @ CHA,W,108,8
2022-23,1610612746,LAC,0022200170,2022-11-09,LAC vs. LAL,W,114,13
2022-23,1610612760,OKC,0022200168,2022-11-09,OKC vs. MIL,L,132,-4
2022-23,1610612756,PHX,0022200167,2022-11-09,PHX @ MIN,W,129,12
2022-23,1610612752,NYK,0022200164,2022-11-09,NYK @ BKN,L,85,-27
2022-23,1610612751,BKN,0022200164,2022-11-09,BKN vs. NYK,W,112,27
2022-23,1610612742,DAL,0022200161,2022-11-09,DAL @ ORL,L,87,-7
2022-23,1610612743,DEN,0022200160,2022-11-09,DEN @ IND,W,122,3
2022-23,1610612750,MIN,0022200167,2022-11-09,MIN vs. PHX,L,117,-12
2022-23,1610612766,CHA,0022200159,2022-11-09,CHA vs. POR,L,95,-10
2022-23,1610612739,CLE,0022200171,2022-11-09,CLE @ SAC,L,120,-7
2022-23,1610612763,MEM,0022200169,2022-11-09,MEM @ SAS,W,124,2
2022-23,1610612762,UTA,0022200162,2022-11-09,UTA @ ATL,W,125,6
2022-23,1610612765,DET,0022200163,2022-11-09,DET @ BOS,L,112,-16
2022-23,1610612758,SAC,0022200171,2022-11-09,SAC vs. CLE,W,127,7
2022-23,1610612741,CHI,0022200166,2022-11-09,CHI vs. NOP,L,111,-4
2022-23,1610612740,NOP,0022200166,2022-11-09,NOP @ CHI,W,115,4
2022-23,1610612753,ORL,0022200161,2022-11-09,ORL vs. DAL,W,94,7
2022-23,1610612754,IND,0022200160,2022-11-09,IND vs. DEN,L,119,-3
