season,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,PTS,PLUS_MINUS
2024-25,1610612737,ATL,0022400198,2024-11-09,ATL vs. CHI,L,113,-12
2024-25,1610612761,TOR,0022400200,2024-11-09,TOR @ LAC,L,103,-2
2024-25,1610612746,LAC,0022400200,2024-11-09,LAC vs. TOR,W,105,2
2024-25,1610612759,SAS,0022400197,2024-11-09,SAS vs. UTA,L,110,-1
2024-25,1610612761,TOR,0022400211,2024-11-10,TOR @ LAL,L,103,-20
2024-25,1610612750,MIN,0022400206,2024-11-10,MIN vs. MIA,L,94,-1
2024-25,1610612738,BOS,0022400202,2024-11-10,BOS @ MIL,W,113,6
2024-25,1610612748,MIA,0022400206,2024-11-10,MIA @ MIN,W,95,1
2024-25,1610612754,IND,0022400203,2024-11-10,IND vs. NYK,W,132,11
2024-25,1610612764,WAS,0022400204,2024-11-10,WAS @ ORL,L,94,-27
2024-25,1610612752,NYK,0022400203,2024-11-10,NYK @ IND,L,121,-11
2024-25,1610612766,CHA,0022400205,2024-11-10,CHA @ PHI,L,105,-2
2024-25,1610612758,SAC,0022400209,2024-11-10,SAC @ PHX,W,127,9
2024-25,1610612763,MEM,0022400210,2024-11-10,MEM @ POR,W,134,45
2024-25,1610612756,PHX,0022400209,2024-11-10,PHX vs. SAC,L,118,-9
2024-25,1610612749,MIL,0022400202,2024-11-10,MIL vs. BOS,L,107,-6
2024-25,1610612743,DEN,0022400208,2024-11-10,DEN vs. DAL,W,122,2
2024-25,1610612742,DAL,0022400208,2024-11-10,DAL @ DEN,L,120,-2
2024-25,1610612760,OKC,0022400207,2024-11-10,OKC vs. GSW,L,116,-11
2024-25,1610612765,DET,0022400201,2024-11-10,DET vs. HOU,L,99,-2
2024-25,1610612744,GSW,0022400207,2024-11-10,GSW @ OKC,W,127,11
2024-25,1610612747,LAL,0022400211,2024-11-10,LAL vs. TOR,W,123,20
2024-25,1610612757,POR,0022400210,2024-11-10,POR vs. MEM,L,89,-45
2024-25,1610612753,ORL,0022400204,2024-11-10,ORL vs. WAS,W,121,27
2024-25,1610612745,HOU,0022400201,2024-11-10,HOU @ DET,W,101,2
2024-25,1610612755,PHI,0022400205,2024-11-10,PHI vs. CHA,W,107,2
2024-25,1610612740,NOP,0022400214,2024-11-11,NOP vs. BKN,L,105,-2
2024-25,1610612759,SAS,0022400216,2024-11-11,SAS vs. SAC,W,116,20
2024-25,1610612758,SAC,0022400216,2024-11-11,SAC @ SAS,L,96,-20
2024-25,1610612741,CHI,0022400212,2024-11-11,CHI vs. CLE,L,113,-6
2024-25,1610612751,BKN,0022400214,2024-11-11,BKN @ NOP,W,107,2
2024-25,1610612739,CLE,0022400212,2024-11-11,CLE @ CHI,W,119,6
2024-25,1610612764,WAS,0022400213,2024-11-11,WAS @ HOU,L,92,-15
2024-25,1610612760,OKC,0022400215,2024-11-11,OKC vs. LAC,W,134,6
2024-25,1610612746,LAC,0022400215,2024-11-11,LAC @ OKC,L,128,-6
2024-25,1610612745,HOU,0022400213,2024-11-11,HOU vs. WAS,W,107,15
2024-25,1610612765,DET,0022400002,2024-11-12,DET vs. MIA,W,123,2
2024-25,1610612761,TOR,0022400005,2024-11-12,TOR @ MIL,L,85,-14
2024-25,1610612757,POR,0022400008,2024-11-12,POR vs. MIN,W,122,14
2024-25,1610612755,PHI,0022400004,2024-11-12,PHI vs. NYK,L,99,-12
2024-25,1610612766,CHA,0022400003,2024-11-12,CHA @ ORL,L,89,-25
2024-25,1610612752,NYK,0022400004,2024-11-12,NYK @ PHI,W,111,12
2024-25,1610612762,UTA,0022400006,2024-11-12,UTA vs. PHX,L,112,-8
2024-25,1610612750,MIN,0022400008,2024-11-12,MIN @ POR,L,108,-14
2024-25,1610612738,BOS,0022400001,2024-11-12,BOS vs. ATL,L,116,-1
2024-25,1610612737,ATL,0022400001,2024-11-12,ATL @ BOS,W,117,1
2024-25,1610612744,GSW,0022400007,2024-11-12,GSW vs. DAL,W,120,3
2024-25,1610612742,DAL,0022400007,2024-11-12,DAL @ GSW,L,117,-3
2024-25,1610612749,MIL,0022400005,2024-11-12,MIL vs. TOR,W,99,14
2024-25,1610612756,PHX,0022400006,2024-11-12,PHX @ UTA,W,120,8
2024-25,1610612748,MIA,0022400002,2024-11-12,MIA @ DET,L,121,-2
2024-25,1610612753,ORL,0022400003,2024-11-12,ORL vs. CHA,W,114,25
2024-25,1610612763,MEM,0022400225,2024-11-13,MEM @ LAL,L,123,-5
2024-25,1610612765,DET,0022400223,2024-11-13,DET @ MIL,L,120,-7
2024-25,1610612757,POR,0022400226,2024-11-13,POR vs. MIN,W,106,8
2024-25,1610612738,BOS,0022400218,2024-11-13,BOS @ BKN,W,139,25
2024-25,1610612741,CHI,0022400219,2024-11-13,CHI @ NYK,W,124,1
2024-25,1610612754,IND,0022400217,2024-11-13,IND @ ORL,L,90,-4
2024-25,1610612753,ORL,0022400217,2024-11-13,ORL vs. IND,W,94,4
2024-25,1610612739,CLE,0022400220,2024-11-13,CLE @ PHI,W,114,8
2024-25,1610612758,SAC,0022400227,2024-11-13,SAC vs. PHX,W,127,23
2024-25,1610612750,MIN,0022400226,2024-11-13,MIN @ POR,L,98,-8
2024-25,1610612756,PHX,0022400227,2024-11-13,PHX @ SAC,L,104,-23
2024-25,1610612764,WAS,0022400224,2024-11-13,WAS @ SAS,L,130,-9
2024-25,1610612751,BKN,0022400218,2024-11-13,BKN vs. BOS,L,114,-25
2024-25,1610612755,PHI,0022400220,2024-11-13,PHI vs. CLE,L,106,-8
2024-25,1610612760,OKC,0022400221,2024-11-13,OKC vs. NOP,W,106,18
2024-25,1610612752,NYK,0022400219,2024-11-13,NYK vs. CHI,L,123,-1
2024-25,1610612746,LAC,0022400222,2024-11-13,LAC @ HOU,L,103,-8
2024-25,1610612745,HOU,0022400222,2024-11-13,HOU vs. LAC,W,111,8
2024-25,1610612740,NOP,0022400221,2024-11-13,NOP @ OKC,L,88,-18
2024-25,1610612747,LAL,0022400225,2024-11-13,LAL vs. MEM,W,128,5
2024-25,1610612759,SAS,0022400224,2024-11-13,SAS vs. WAS,W,139,9
2024-25,1610612749,MIL,0022400223,2024-11-13,MIL vs. DET,W,127,7
2024-25,1610612762,UTA,0022400228,2024-11-14,UTA vs. DAL,W,115,2
2024-25,1610612742,DAL,0022400228,2024-11-14,DAL @ UTA,L,113,-2
2024-25,1610612759,SAS,0022400015,2024-11-15,SAS vs. LAL,L,115,-5
2024-25,1610612754,IND,0022400009,2024-11-15,IND vs. MIA,L,111,-13
2024-25,1610612758,SAC,0022400020,2024-11-15,SAC vs. MIN,L,126,-4
2024-25,1610612752,NYK,0022400014,2024-11-15,NYK vs. BKN,W,124,2
2024-25,1610612751,BKN,0022400014,2024-11-15,BKN @ NYK,L,122,-2
2024-25,1610612755,PHI,0022400010,2024-11-15,PHI @ ORL,L,86,-12
2024-25,1610612748,MIA,0022400009,2024-11-15,MIA @ IND,W,124,13
2024-25,1610612753,ORL,0022400010,2024-11-15,ORL vs. PHI,W,98,12
2024-25,1610612760,OKC,0022400018,2024-11-15,OKC vs. PHX,W,99,16
2024-25,1610612750,MIN,0022400020,2024-11-15,MIN @ SAC,W,130,4
2024-25,1610612747,LAL,0022400015,2024-11-15,LAL @ SAS,W,120,5
2024-25,1610612764,WAS,0022400012,2024-11-15,WAS @ ATL,L,117,-12
2024-25,1610612741,CHI,0022400013,2024-11-15,CHI @ CLE,L,126,-18
2024-25,1610612743,DEN,0022400017,2024-11-15,DEN @ NOP,L,94,-7
2024-25,1610612739,CLE,0022400013,2024-11-15,CLE vs. CHI,W,144,18
2024-25,1610612740,NOP,0022400017,2024-11-15,NOP vs. DEN,W,101,7
2024-25,1610612763,MEM,0022400019,2024-11-15,MEM @ GSW,L,118,-5
2024-25,1610612746,LAC,0022400016,2024-11-15,LAC @ HOU,L,104,-21
2024-25,1610612745,HOU,0022400016,2024-11-15,HOU vs. LAC,W,125,21
2024-25,1610612756,PHX,0022400018,2024-11-15,PHX @ OKC,L,83,-16
2024-25,1610612765,DET,0022400011,2024-11-15,DET @ TOR,W,99,4
2024-25,1610612744,GSW,0022400019,2024-11-15,GSW vs. MEM,W,123,5
2024-25,1610612737,ATL,0022400012,2024-11-15,ATL vs. WAS,W,129,12
2024-25,1610612761,TOR,0022400011,2024-11-15,TOR vs. DET,L,95,-4
2024-25,1610612740,NOP,0022400231,2024-11-16,NOP vs. LAL,L,99,-5
2024-25,1610612766,CHA,0022400229,2024-11-16,CHA vs. MIL,W,115,1
2024-25,1610612762,UTA,0022400233,2024-11-16,UTA @ SAC,L,117,-4
2024-25,1610612742,DAL,0022400232,2024-11-16,DAL vs. SAS,W,110,17
2024-25,1610612761,TOR,0022400230,2024-11-16,TOR @ BOS,L,123,-3
2024-25,1610612747,LAL,0022400231,2024-11-16,LAL @ NOP,W,104,5
2024-25,1610612759,SAS,0022400232,2024-11-16,SAS @ DAL,L,93,-17
2024-25,1610612738,BOS,0022400230,2024-11-16,BOS vs. TOR,W,126,3
2024-25,1610612758,SAC,0022400233,2024-11-16,SAC vs. UTA,W,121,4
2024-25,1610612749,MIL,0022400229,2024-11-16,MIL @ CHA,L,114,-1
2024-25,1610612754,IND,0022400235,2024-11-17,IND vs. MIA,W,119,9
2024-25,1610612756,PHX,0022400234,2024-11-17,PHX @ MIN,L,117,-3
2024-25,1610612752,NYK,0022400240,2024-11-17,NYK vs. BKN,W,114,10
2024-25,1610612751,BKN,0022400240,2024-11-17,BKN @ NYK,L,104,-10
2024-25,1610612748,MIA,0022400235,2024-11-17,MIA @ IND,L,110,-9
2024-25,1610612750,MIN,0022400234,2024-11-17,MIN vs. PHX,W,120,3
2024-25,1610612737,ATL,0022400239,2024-11-17,ATL @ POR,L,110,-4
2024-25,1610612757,POR,0022400239,2024-11-17,POR vs. ATL,W,114,4
2024-25,1610612766,CHA,0022400236,2024-11-17,CHA @ CLE,L,114,-14
2024-25,1610612745,HOU,0022400241,2024-11-17,HOU @ CHI,W,143,36
2024-25,1610612760,OKC,0022400242,2024-11-17,OKC vs. DAL,L,119,-2
2024-25,1610612763,MEM,0022400238,2024-11-17,MEM vs. DEN,W,105,15
2024-25,1610612741,CHI,0022400241,2024-11-17,CHI vs. HOU,L,107,-36
2024-25,1610612762,UTA,0022400243,2024-11-17,UTA @ LAC,L,105,-11
2024-25,1610612742,DAL,0022400242,2024-11-17,DAL @ OKC,W,121,2
2024-25,1610612746,LAC,0022400243,2024-11-17,LAC vs. UTA,W,116,11
2024-25,1610612743,DEN,0022400238,2024-11-17,DEN @ MEM,L,90,-15
2024-25,1610612765,DET,0022400237,2024-11-17,DET @ WAS,W,124,20
2024-25,1610612764,WAS,0022400237,2024-11-17,WAS vs. DET,L,104,-20
2024-25,1610612739,CLE,0022400236,2024-11-17,CLE vs. CHA,W,128,14
2024-25,1610612755,PHI,0022400245,2024-11-18,PHI @ MIA,L,89,-17
2024-25,1610612745,HOU,0022400248,2024-11-18,HOU @ MIL,L,100,-1
2024-25,1610612764,WAS,0022400246,2024-11-18,WAS @ NYK,L,106,-28
2024-25,1610612756,PHX,0022400249,2024-11-18,PHX vs. ORL,L,99,-10
2024-25,1610612761,TOR,0022400247,2024-11-18,TOR vs. IND,W,130,11
2024-25,1610612748,MIA,0022400245,2024-11-18,MIA vs. PHI,W,106,17
2024-25,1610612753,ORL,0022400249,2024-11-18,ORL @ PHX,W,109,10
2024-25,1610612737,ATL,0022400250,2024-11-18,ATL @ SAC,W,109,1
2024-25,1610612758,SAC,0022400250,2024-11-18,SAC vs. ATL,L,108,-1
2024-25,1610612765,DET,0022400244,2024-11-18,DET vs. CHI,L,112,-10
2024-25,1610612746,LAC,0022400251,2024-11-18,LAC vs. GSW,W,102,3
2024-25,1610612749,MIL,0022400248,2024-11-18,MIL vs. HOU,W,101,1
2024-25,1610612744,GSW,0022400251,2024-11-18,GSW @ LAC,L,99,-3
2024-25,1610612754,IND,0022400247,2024-11-18,IND @ TOR,L,119,-11
2024-25,1610612752,NYK,0022400246,2024-11-18,NYK vs. WAS,W,134,28
2024-25,1610612741,CHI,0022400244,2024-11-18,CHI @ DET,W,122,10
2024-25,1610612762,UTA,0022400026,2024-11-19,UTA @ LAL,L,118,-6
2024-25,1610612766,CHA,0022400022,2024-11-19,CHA @ BKN,L,115,-1
2024-25,1610612760,OKC,0022400025,2024-11-19,OKC @ SAS,L,104,-6
2024-25,1610612739,CLE,0022400021,2024-11-19,CLE @ BOS,L,117,-3
2024-25,1610612738,BOS,0022400021,2024-11-19,BOS vs. CLE,W,120,3
2024-25,1610612742,DAL,0022400024,2024-11-19,DAL vs. NOP,W,132,41
2024-25,1610612740,NOP,0022400024,2024-11-19,NOP @ DAL,L,91,-41
2024-25,1610612763,MEM,0022400023,2024-11-19,MEM vs. DEN,L,110,-12
2024-25,1610612759,SAS,0022400025,2024-11-19,SAS vs. OKC,W,110,6
2024-25,1610612747,LAL,0022400026,2024-11-19,LAL vs. UTA,W,124,6
2024-25,1610612743,DEN,0022400023,2024-11-19,DEN @ MEM,W,122,12
2024-25,1610612751,BKN,0022400022,2024-11-19,BKN vs. CHA,W,116,1
2024-25,1610612741,CHI,0022400253,2024-11-20,CHI @ MIL,L,106,-16
2024-25,1610612756,PHX,0022400257,2024-11-20,PHX vs. NYK,L,122,-16
2024-25,1610612746,LAC,0022400259,2024-11-20,LAC vs. ORL,W,104,11
2024-25,1610612745,HOU,0022400254,2024-11-20,HOU vs. IND,W,130,17
2024-25,1610612763,MEM,0022400255,2024-11-20,MEM vs. PHI,W,117,6
2024-25,1610612752,NYK,0022400257,2024-11-20,NYK @ PHX,W,138,16
2024-25,1610612760,OKC,0022400256,2024-11-20,OKC vs. POR,W,109,10
2024-25,1610612744,GSW,0022400258,2024-11-20,GSW vs. ATL,W,120,23
2024-25,1610612740,NOP,0022400252,2024-11-20,NOP @ CLE,L,100,-28
2024-25,1610612739,CLE,0022400252,2024-11-20,CLE vs. NOP,W,128,28
2024-25,1610612749,MIL,0022400253,2024-11-20,MIL vs. CHI,W,122,16
2024-25,1610612737,ATL,0022400258,2024-11-20,ATL @ GSW,L,97,-23
2024-25,1610612754,IND,0022400254,2024-11-20,IND @ HOU,L,113,-17
2024-25,1610612753,ORL,0022400259,2024-11-20,ORL @ LAC,L,93,-11
2024-25,1610612757,POR,0022400256,2024-11-20,POR @ OKC,L,99,-10
2024-25,1610612755,PHI,0022400255,2024-11-20,PHI @ MEM,L,111,-6
2024-25,1610612753,ORL,0022400263,2024-11-21,ORL @ LAL,W,119,1
2024-25,1610612761,TOR,0022400261,2024-11-21,TOR vs. MIN,W,110,5
2024-25,1610612747,LAL,0022400263,2024-11-21,LAL vs. ORL,L,118,-1
2024-25,1610612762,UTA,0022400262,2024-11-21,UTA @ SAS,L,118,-8
2024-25,1610612750,MIN,0022400261,2024-11-21,MIN @ TOR,L,105,-5
2024-25,1610612759,SAS,0022400262,2024-11-21,SAS vs. UTA,W,126,8
2024-25,1610612766,CHA,0022400260,2024-11-21,CHA vs. DET,W,123,2
2024-25,1610612765,DET,0022400260,2024-11-21,DET @ CHA,L,121,-2
2024-25,1610612754,IND,0022400029,2024-11-22,IND @ MIL,L,117,-12
2024-25,1610612755,PHI,0022400027,2024-11-22,PHI vs. BKN,W,113,15
2024-25,1610612749,MIL,0022400029,2024-11-22,MIL vs. IND,W,129,12
2024-25,1610612751,BKN,0022400027,2024-11-22,BKN @ PHI,L,98,-15
2024-25,1610612745,HOU,0022400031,2024-11-22,HOU vs. POR,W,116,28
2024-25,1610612746,LAC,0022400034,2024-11-22,LAC vs. SAC,W,104,16
2024-25,1610612741,CHI,0022400030,2024-11-22,CHI vs. ATL,W,136,14
2024-25,1610612764,WAS,0022400028,2024-11-22,WAS vs. BOS,L,96,-12
2024-25,1610612744,GSW,0022400032,2024-11-22,GSW @ NOP,W,112,4
2024-25,1610612737,ATL,0022400030,2024-11-22,ATL @ CHI,L,122,-14
2024-25,1610612743,DEN,0022400033,2024-11-22,DEN vs. DAL,L,120,-3
2024-25,1610612742,DAL,0022400033,2024-11-22,DAL @ DEN,W,123,3
2024-25,1610612740,NOP,0022400032,2024-11-22,NOP vs. GSW,L,108,-4
2024-25,1610612757,POR,0022400031,2024-11-22,POR @ HOU,L,88,-28
2024-25,1610612758,SAC,0022400034,2024-11-22,SAC @ LAC,L,88,-16
2024-25,1610612738,BOS,0022400028,2024-11-22,BOS @ WAS,W,108,12
2024-25,1610612743,DEN,0022400270,2024-11-23,DEN @ LAL,W,127,25
2024-25,1610612766,CHA,0022400268,2024-11-23,CHA @ MIL,L,119,-6
2024-25,1610612762,UTA,0022400264,2024-11-23,UTA vs. NYK,W,121,15
2024-25,1610612765,DET,0022400265,2024-11-23,DET @ ORL,L,100,-11
2024-25,1610612745,HOU,0022400267,2024-11-23,HOU vs. POR,L,98,-6
2024-25,1610612744,GSW,0022400269,2024-11-23,GSW @ SAS,L,94,-10
2024-25,1610612763,MEM,0022400266,2024-11-23,MEM @ CHI,W,142,11
2024-25,1610612747,LAL,0022400270,2024-11-23,LAL vs. DEN,L,102,-25
2024-25,1610612759,SAS,0022400269,2024-11-23,SAS vs. GSW,W,104,10
2024-25,1610612757,POR,0022400267,2024-11-23,POR @ HOU,W,104,6
2024-25,1610612752,NYK,0022400264,2024-11-23,NYK @ UTA,L,106,-15
2024-25,1610612741,CHI,0022400266,2024-11-23,CHI vs. MEM,L,131,-11
2024-25,1610612753,ORL,0022400265,2024-11-23,ORL vs. DET,W,111,11
2024-25,1610612749,MIL,0022400268,2024-11-23,MIL vs. CHA,W,125,6
2024-25,1610612742,DAL,0022400273,2024-11-24,DAL @ MIA,L,118,-5
2024-25,1610612738,BOS,0022400271,2024-11-24,BOS vs. MIN,W,107,2
2024-25,1610612758,SAC,0022400276,2024-11-24,SAC vs. BKN,L,103,-5
2024-25,1610612764,WAS,0022400272,2024-11-24,WAS @ IND,L,103,-12
2024-25,1610612746,LAC,0022400274,2024-11-24,LAC @ PHI,W,125,26
2024-25,1610612751,BKN,0022400276,2024-11-24,BKN @ SAC,W,108,5
2024-25,1610612750,MIN,0022400271,2024-11-24,MIN @ BOS,L,105,-2
2024-25,1610612761,TOR,0022400275,2024-11-24,TOR @ CLE,L,108,-14
2024-25,1610612748,MIA,0022400273,2024-11-24,MIA vs. DAL,W,123,5
2024-25,1610612755,PHI,0022400274,2024-11-24,PHI vs. LAC,L,99,-26
2024-25,1610612739,CLE,0022400275,2024-11-24,CLE vs. TOR,W,122,14
2024-25,1610612754,IND,0022400272,2024-11-24,IND vs. WAS,W,115,12
2024-25,1610612744,GSW,0022400284,2024-11-25,GSW vs. BKN,L,120,-8
2024-25,1610612743,DEN,0022400283,2024-11-25,DEN vs. NYK,L,118,-27
2024-25,1610612766,CHA,0022400277,2024-11-25,CHA vs. ORL,L,84,-11
2024-25,1610612740,NOP,0022400279,2024-11-25,NOP @ IND,L,110,-4
2024-25,1610612763,MEM,0022400282,2024-11-25,MEM vs. POR,W,123,25
2024-25,1610612760,OKC,0022400285,2024-11-25,OKC @ SAC,W,130,21
2024-25,1610612742,DAL,0022400280,2024-11-25,DAL @ ATL,W,129,10
2024-25,1610612746,LAC,0022400281,2024-11-25,LAC @ BOS,L,94,-32
2024-25,1610612754,IND,0022400279,2024-11-25,IND vs. NOP,W,114,4
2024-25,1610612737,ATL,0022400280,2024-11-25,ATL vs. DAL,L,119,-10
2024-25,1610612752,NYK,0022400283,2024-11-25,NYK @ DEN,W,145,27
2024-25,1610612751,BKN,0022400284,2024-11-25,BKN @ GSW,W,128,8
2024-25,1610612738,BOS,0022400281,2024-11-25,BOS vs. LAC,W,126,32
2024-25,1610612758,SAC,0022400285,2024-11-25,SAC vs. OKC,L,109,-21
2024-25,1610612765,DET,0022400278,2024-11-25,DET vs. TOR,W,102,2
2024-25,1610612757,POR,0022400282,2024-11-25,POR @ MEM,L,98,-25
2024-25,1610612761,TOR,0022400278,2024-11-25,TOR @ DET,L,100,-2
2024-25,1610612753,ORL,0022400277,2024-11-25,ORL @ CHA,W,95,11
2024-25,1610612756,PHX,0022400039,2024-11-26,PHX vs. LAL,W,127,27
2024-25,1610612749,MIL,0022400036,2024-11-26,MIL @ MIA,W,106,3
2024-25,1610612748,MIA,0022400036,2024-11-26,MIA vs. MIL,L,103,-3
2024-25,1610612745,HOU,0022400037,2024-11-26,HOU @ MIN,W,117,6
2024-25,1610612747,LAL,0022400039,2024-11-26,LAL @ PHX,L,100,-27
2024-25,1610612762,UTA,0022400038,2024-11-26,UTA vs. SAS,L,115,-13
2024-25,1610612764,WAS,0022400035,2024-11-26,WAS vs. CHI,L,108,-19
2024-25,1610612750,MIN,0022400037,2024-11-26,MIN vs. HOU,L,111,-6
2024-25,1610612759,SAS,0022400038,2024-11-26,SAS @ UTA,W,128,13
2024-25,1610612741,CHI,0022400035,2024-11-26,CHI @ WAS,W,127,19
2024-25,1610612759,SAS,0022400296,2024-11-27,SAS vs. LAL,L,101,-18
2024-25,1610612766,CHA,0022400286,2024-11-27,CHA vs. MIA,L,94,-4
2024-25,1610612758,SAC,0022400294,2024-11-27,SAC @ MIN,W,115,11
2024-25,1610612756,PHX,0022400297,2024-11-27,PHX vs. BKN,L,117,-10
2024-25,1610612742,DAL,0022400292,2024-11-27,DAL vs. NYK,W,129,15
2024-25,1610612741,CHI,0022400289,2024-11-27,CHI @ ORL,L,119,-14
2024-25,1610612757,POR,0022400288,2024-11-27,POR @ IND,L,114,-7
2024-25,1610612745,HOU,0022400290,2024-11-27,HOU @ PHI,W,122,7
2024-25,1610612751,BKN,0022400297,2024-11-27,BKN @ PHX,W,127,10
2024-25,1610612754,IND,0022400288,2024-11-27,IND vs. POR,W,121,7
2024-25,1610612750,MIN,0022400294,2024-11-27,MIN vs. SAC,L,104,-11
2024-25,1610612747,LAL,0022400296,2024-11-27,LAL @ SAS,W,119,18
2024-25,1610612739,CLE,0022400287,2024-11-27,CLE vs. ATL,L,124,-11
2024-25,1610612737,ATL,0022400287,2024-11-27,ATL @ CLE,W,135,11
2024-25,1610612761,TOR,0022400295,2024-11-27,TOR @ NOP,W,119,26
2024-25,1610612753,ORL,0022400289,2024-11-27,ORL vs. CHI,W,133,14
2024-25,1610612752,NYK,0022400292,2024-11-27,NYK @ DAL,L,114,-15
2024-25,1610612762,UTA,0022400298,2024-11-27,UTA vs. DEN,L,103,-19
2024-25,1610612760,OKC,0022400299,2024-11-27,OKC @ GSW,W,105,4
2024-25,1610612755,PHI,0022400290,2024-11-27,PHI vs. HOU,L,115,-7
2024-25,1610612764,WAS,0022400291,2024-11-27,WAS vs. LAC,L,96,-25
2024-25,1610612744,GSW,0022400299,2024-11-27,GSW vs. OKC,L,101,-4
2024-25,1610612740,NOP,0022400295,2024-11-27,NOP vs. TOR,L,93,-26
2024-25,1610612743,DEN,0022400298,2024-11-27,DEN @ UTA,W,122,19
2024-25,1610612765,DET,0022400293,2024-11-27,DET @ MEM,L,111,-20
2024-25,1610612746,LAC,0022400291,2024-11-27,LAC @ WAS,W,121,25
2024-25,1610612763,MEM,0022400293,2024-11-27,MEM vs. DET,W,131,20
2024-25,1610612748,MIA,0022400286,2024-11-27,MIA @ CHA,W,98,4
2024-25,1610612760,OKC,0022400048,2024-11-29,OKC @ LAL,W,101,8
2024-25,1610612761,TOR,0022400046,2024-11-29,TOR @ MIA,L,111,-10
2024-25,1610612746,LAC,0022400044,2024-11-29,LAC @ MIN,L,92,-1
2024-25,1610612753,ORL,0022400043,2024-11-29,ORL @ BKN,W,123,23
2024-25,1610612766,CHA,0022400040,2024-11-29,CHA vs. NYK,L,98,-1
2024-25,1610612751,BKN,0022400043,2024-11-29,BKN vs. ORL,L,100,-23
2024-25,1610612765,DET,0022400045,2024-11-29,DET @ IND,W,130,24
2024-25,1610612758,SAC,0022400049,2024-11-29,SAC @ POR,L,106,-9
2024-25,1610612757,POR,0022400049,2024-11-29,POR vs. SAC,W,115,9
2024-25,1610612739,CLE,0022400041,2024-11-29,CLE @ ATL,L,101,-16
2024-25,1610612741,CHI,0022400047,2024-11-29,CHI vs. BOS,L,129,-9
2024-25,1610612737,ATL,0022400041,2024-11-29,ATL vs. CLE,W,117,16
2024-25,1610612763,MEM,0022400042,2024-11-29,MEM vs. NOP,W,120,11
2024-25,1610612738,BOS,0022400047,2024-11-29,BOS @ CHI,W,138,9
2024-25,1610612750,MIN,0022400044,2024-11-29,MIN vs. LAC,W,93,1
2024-25,1610612747,LAL,0022400048,2024-11-29,LAL vs. OKC,L,93,-8
2024-25,1610612748,MIA,0022400046,2024-11-29,MIA vs. TOR,W,121,10
2024-25,1610612740,NOP,0022400042,2024-11-29,NOP @ MEM,L,109,-11
2024-25,1610612754,IND,0022400045,2024-11-29,IND vs. DET,L,106,-24
2024-25,1610612752,NYK,0022400040,2024-11-29,NYK @ CHA,W,99,1
2024-25,1610612764,WAS,0022400302,2024-11-30,WAS @ MIL,L,114,-10
2024-25,1610612765,DET,0022400301,2024-11-30,DET vs. PHI,L,96,-15
2024-25,1610612744,GSW,0022400303,2024-11-30,GSW @ PHX,L,105,-8
2024-25,1610612766,CHA,0022400300,2024-11-30,CHA vs. ATL,L,104,-3
2024-25,1610612762,UTA,0022400304,2024-11-30,UTA vs. DAL,L,94,-12
2024-25,1610612756,PHX,0022400303,2024-11-30,PHX vs. GSW,W,113,8
2024-25,1610612742,DAL,0022400304,2024-11-30,DAL @ UTA,W,106,12
2024-25,1610612749,MIL,0022400302,2024-11-30,MIL vs. WAS,W,124,10
2024-25,1610612755,PHI,0022400301,2024-11-30,PHI @ DET,W,111,15
2024-25,1610612737,ATL,0022400300,2024-11-30,ATL @ CHA,W,107,3
2024-25,1610612762,UTA,0022400311,2024-12-01,UTA vs. LAL,L,104,-1
2024-25,1610612761,TOR,0022400309,2024-12-01,TOR vs. MIA,W,119,3
2024-25,1610612753,ORL,0022400305,2024-12-01,ORL @ BKN,W,100,8
2024-25,1610612740,NOP,0022400308,2024-12-01,NOP @ NYK,L,85,-33
2024-25,1610612751,BKN,0022400305,2024-12-01,BKN vs. ORL,L,92,-8
2024-25,1610612763,MEM,0022400306,2024-12-01,MEM vs. IND,W,136,15
2024-25,1610612742,DAL,0022400312,2024-12-01,DAL @ POR,W,137,6
2024-25,1610612759,SAS,0022400313,2024-12-01,SAS @ SAC,W,127,2
2024-25,1610612758,SAC,0022400313,2024-12-01,SAC vs. SAS,L,125,-2
2024-25,1610612739,CLE,0022400307,2024-12-01,CLE vs. BOS,W,115,4
2024-25,1610612738,BOS,0022400307,2024-12-01,BOS @ CLE,L,111,-4
2024-25,1610612752,NYK,0022400308,2024-12-01,NYK vs. NOP,W,118,33
2024-25,1610612757,POR,0022400312,2024-12-01,POR vs. DAL,L,131,-6
2024-25,1610612746,LAC,0022400314,2024-12-01,LAC vs. DEN,W,126,4
2024-25,1610612760,OKC,0022400310,2024-12-01,OKC @ HOU,L,116,-3
2024-25,1610612743,DEN,0022400314,2024-12-01,DEN @ LAC,L,122,-4
2024-25,1610612745,HOU,0022400310,2024-12-01,HOU vs. OKC,W,119,3
2024-25,1610612748,MIA,0022400309,2024-12-01,MIA @ TOR,L,116,-3
2024-25,1610612747,LAL,0022400311,2024-12-01,LAL @ UTA,W,105,1
2024-25,1610612754,IND,0022400306,2024-12-01,IND @ MEM,L,121,-15
2024-25,1610612750,MIN,0022400318,2024-12-02,MIN vs. LAL,W,109,29
2024-25,1610612738,BOS,0022400316,2024-12-02,BOS vs. MIA,W,108,19
2024-25,1610612747,LAL,0022400318,2024-12-02,LAL @ MIN,L,80,-29
2024-25,1610612741,CHI,0022400317,2024-12-02,CHI vs. BKN,W,128,26
