id,team,player_id,date,source,url,retrieved,phase,anchors,note
DRI-01,GSW,davisan02,2026-06-29,Yahoo Sports,https://sports.yahoo.com/nba/breaking-news/article/draymond-green-declines-player-option-as-warriors-reportedly-prepare-to-pursue-lebron-james-and-anthony-davis-143822340.html,2026-07-31,PRE,DAV-01,pursuit reported alongside James
