feed,url,title,summary,published_at,fetched_at
yahoo-nba,https://sports.yahoo.com/articles/celtics-could-perfect-reset-devin-061203335.html,Celtics could be the perfect reset for Devin Carter,The Celtics added 24-year-old Devin Carter on an Exhibit 10 contract entering training camp.,2026-09-15T06:12:03+00:00,2026-09-15T08:40:32.745444+00:00
yahoo-nba,https://sports.yahoo.com/articles/not-want-myles-turner-utah-051752546.html,I Do Not Want Myles Turner On The Utah Jazz,And my reasons are split 50/50 on whether they make sense or not,2026-09-15T05:17:52+00:00,2026-09-15T08:40:32.745444+00:00
yahoo-nba,https://sports.yahoo.com/articles/raptors-thrilled-kawhi-leonard-back-030353095.html,Raptors ‘thrilled’ to have Kawhi Leonard back after Clippers scandal fallout,The Toronto Raptors are &quot;thrilled&quot; to welcome Kawhi Leonard back.The Toronto Raptors have welcomed Kawhi Leonard back with open arms despite a near year-long investigation by the NBA. After it...,2026-09-15T03:03:53+00:00,2026-09-15T08:40:32.745444+00:00
yahoo-nba,https://sports.yahoo.com/articles/back-raptors-officially-announce-return-014818706.html,“HE BACK:” Raptors officially announce the return of Kawhi Leonard,The Klaw is CONFIRMED a part of the Toronto roster after trade with the Clippers becomes complete,2026-09-15T01:48:18+00:00,2026-09-15T08:40:32.745444+00:00
yahoo-nba,https://www.yahoo.com/entertainment/tv/articles/jalen-brunson-crashes-knicks-superfan-014016854.html,Jalen Brunson crashes Knicks superfan Mariska Hargitay’s Emmys cold open,Mariska Hargitay brought her Knicks fandom to the Emmys.,2026-09-15T01:40:16+00:00,2026-09-15T08:40:32.745444+00:00
yahoo-nba,https://sports.yahoo.com/articles/warriors-lack-earth-shattering-moves-011845918.html,Warriors’ lack of ‘earth shattering’ moves good enough for Steve Kerr,Sometimes the best moves a team can make are the ones that aren&#39;t the flashiest.,2026-09-15T01:18:45+00:00,2026-09-15T08:40:32.745444+00:00
yahoo-nba,https://sports.yahoo.com/articles/predicting-impact-san-antonio-rookies-001531977.html,Predicting the impact of San Antonio’s rookies,Vote on which Spurs rookie will have the biggest impact.,2026-09-15T00:15:31+00:00,2026-09-15T08:40:32.745444+00:00
__poll__,poll://2026-09-15/2026-09-15T08:40:32.745444+00:00,"poll ran: 1/3 feeds reachable, 25 item(s) appended",,2026-09-15,2026-09-15T08:40:32.745444+00:00
yahoo-nba,https://sports.yahoo.com/articles/today-sports-history-november-4-185101352.html,"Today in sports history, November 4","Today in sports history, November 4",2026-09-15T18:51:01+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/samson-folk-joins-for-a-raptors-conversation-team-usa-wins-gold--all-rookie-team-candidates-173515044.html,Samson Folk joins for a Raptors conversation! Team USA wins gold + All-Rookie team candidates,"Nekias Duncan and Steve Jones review the Toronto Raptors, discuss Team USA&#39;s World Cup gold medal performance, and discuss WNBA All-Rookie team candidates.",2026-09-15T17:35:15+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/nba-updated-2027-28-salary-163000002.html,How the NBA’s updated 2027-28 salary-cap projection could help the Lakers,The Lakers might be in better shape to have the full non-taxpayer mid-level exception next summer.,2026-09-15T16:30:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/today-sports-history-november-3-162641104.html,"Today in sports history, November 3","Today in sports history, November 3",2026-09-15T16:26:41+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/nba-reportedly-lacked-sufficient-evidence-to-suspend-kawhi-leonard-for-role-in-clippers-investigation-162534072.html,NBA reportedly lacked sufficient evidence to suspend Kawhi Leonard for role in Clippers&#39; investigation,The NBA reportedly did not have enough evidence to challenge the NBPA.,2026-09-15T16:25:34+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/nba-2027-28-salary-cap-154441112.html,The NBA’s new 2027-28 salary-cap projection bodes well for the Sixers,Could the Sixers have access to the full non-taxpayer mid-level exception again next summer?,2026-09-15T15:44:41+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/matisse-thybulle-remain-healthy-enough-152400957.html,Can Matisse Thybulle remain healthy enough to fortify the Lakers’ defense?,"Can Matisse Thybulle stay on the court and, as a result, be an impactful defender for the Lakers?",2026-09-15T15:24:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/bounce-donovan-mitchell-cavaliers-arrival-143105740.html,The Bounce: Donovan Mitchell’s Cavaliers arrival stems from a 15-year-old trade,"The Bounce Newsletter | This is The Athletic’s daily NBA newsletter. Sign up here to receive The Bounce directly in your inbox. The official meteorological end of summer is approaching. I felt a crispness in the air this weekend as I stepped outside and sighed, “Ahh, yes, basketball season is coming!” We’re almost there, y’all! Tradeback Tuesday How a small trade led to a big star in Cleveland Did you know that Mo Williams and Jamario Moon led to Donovan Mitchell starring for the Cleveland Caval",2026-09-15T14:31:05+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/paul-george-addresses-negative-reaction-142442247.html,Paul George addresses negative reaction to Jaylen Brown trade,The Celtics traded Brown to the Sixers in exchange for George and draft picks in June.,2026-09-15T14:24:42+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/chad-baker-mazara-alleges-eric-142029574.html,"Chad Baker-Mazara alleges Eric Musselman racist &#39;tirade,&#39; unpaid NIL from USC in lawsuit",Former Southern California men&#39;s basketball guard Chad Baker-Mazara has filed a lawsuit against his former team. Here&#39;s what to know.,2026-09-15T14:20:29+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/announcement-meet-brew-hoop-newest-140000172.html,Site Announcement: Meet Brew Hoop’s newest writers!,New writers. New voices. Same Bucks obsession.,2026-09-15T14:00:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/jabari-walker-doesn-t-clear-135422762.html,"Jabari Walker doesn’t have a clear role, but it’s obvious the Sixers see his value",Jabari Walker is already a two-way success story for the Sixers. But what does his role look like in 2026-27?,2026-09-15T13:54:22+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/let-nba2k27-predict-cooper-flagg-123200611.html,I let NBA2k27 predict Cooper Flagg’s sophomore season — it got weird,"In this never-ending offseason, we simulated the Mavericks’ 2026-27 season in the new NBA2k27. The results were surprising",2026-09-15T12:32:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/nba-fixed-early-wolves-120000049.html,NBA What If: What if we fixed the early Wolves?,Let’s redo some Timberwolves history together!,2026-09-15T12:00:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/ranking-roster-bogoljub-markovic-comes-120000701.html,Ranking the Roster: Bogoljub Markovic comes in green at 17,"No longer “stashed,” the Adriatic League MVP will look to bring his form to the NBA—but he’s got some work to do yet.",2026-09-15T12:00:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/wizards-start-george-coulibaly-johnson-120000381.html,"Who should the Wizards start: George, Coulibaly or Johnson?","When the Washington Wizards started their rebuild in 2023, rotation debates centered around Deni Avdija versus Corey Kispert for a starting spot and whether Mike Muscala or Danilo Gallinari would back up Daniel Gafford. Three years later, Bilal Coulibaly is the lone holdover from a roster that’s undergone a complete overhaul. Washington’s new-look squad of […]",2026-09-15T12:00:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/raptors-best-nba-team-no-120000845.html,The Raptors are the best NBA team no one is talking about,Don’t sleep on the Raptors as a championship contender.,2026-09-15T12:00:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/kevin-ray-discusses-suns-mark-120000611.html,"Kevin Ray discusses the Suns, Mark Williams, and the Boom Room","From Booker’s memorable moments to Maluach’s opportunity, Ray shares stories from behind the microphone and beyond.",2026-09-15T12:00:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/open-thread-spurs-spotted-epic-110000826.html,Open Thread: Spurs spotted at epic UT game,The Spurs took in one of the biggest comebacks the NCAA has ever seen,2026-09-15T11:00:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/poor-drafting-why-hawks-not-110000433.html,Poor drafting is why the Hawks are not there yet,"The Atlanta Hawks are still trying to recreate that glory they found during a 2021 playoff run. Only one player, Onyeka Okongwu, remains from that Eastern Conference finalist team. Coaches and executives have come and gone, and yet every season the Hawks seem locked in a battle against .500 — not against the elite of […]",2026-09-15T11:00:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/more-practice-video-brotherhood-105800616.html,More Practice Video With The Brotherhood,Who wouldn’t want to be in the gym to watch this?,2026-09-15T10:58:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/ramp-camp-young-player-biggest-103932354.html,Ramp to Camp: Which young player will have biggest impact for Celtics?,The Celtics need at least one young player to take a major leap in 2026-27.,2026-09-15T10:39:32+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/al-horford-blueprint-unlocking-paul-100000123.html,The Al Horford blueprint for unlocking Paul George,"Like Al Horford before him, Paul George could thrive as an overqualified role player.",2026-09-15T10:00:00+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/important-rockets-dates-2026-2027-095803115.html,Important Rockets dates for the 2026-2027 season,Time to bring out the calendars.,2026-09-15T09:58:03+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/kawhi-leonard-returns-toronto-raptors-050415665.html,Kawhi Leonard returns to Toronto as Raptors and Clippers complete long-awaited deal,The agreement was on hold pending an NBA investigation into whether the Clippers circumvented salary cap rules with regard to Leonard’s compensation.,2026-09-15T05:04:15+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/kawhi-leonard-returns-toronto-raptors-050415616.html,Kawhi Leonard returns to Toronto as Raptors and Clippers complete long-awaited deal,The agreement was on hold pending an NBA investigation into whether the Clippers circumvented salary cap rules with regard to Leonard’s compensation.,2026-09-15T05:04:15+00:00,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/kawhi-leonard-returns-toronto-raptors-020415191.html,Kawhi Leonard returns to Toronto as Raptors and Clippers complete long-awaited deal,The agreement was on hold pending an NBA investigation into whether the Clippers circumvented salary cap rules with regard to Leonard’s compensation.,2026-09-15T02:04:15+00:00,2026-09-15T19:00:14.745478+00:00
__poll__,poll://2026-09-15/2026-09-15T19:00:14.745478+00:00,"poll ran: 1/3 feeds reachable, 27 item(s) appended",,2026-09-15,2026-09-15T19:00:14.745478+00:00
yahoo-nba,https://sports.yahoo.com/articles/nba-owners-discussed-expansion-las-233009711.html,"NBA owners discussed expansion in Las Vegas, Seattle, amid report of $10 billion bids","However, no votes were taken and nothing official has happened. Yet.",2026-09-15T23:30:09+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/anthony-gill-signs-wizards-232139683.html,Anthony Gill re-signs with the Wizards,"On Tuesday, the Washington Wizards announced that they have re-signed forward Anthony Gill. Per various reports, the contract is for one season, according to Michael Scotto of HoopsHype. Gill is the longest tenured Wizards player among players on the active roster, entering his seventh season in Washington. He averaged a career-high 5.8 points and 2.9 […]",2026-09-15T23:21:39+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/nba-commish-drops-gavel-clippers-223424584.html,"NBA Commish drops the gavel on Clippers investigation, details ‘damage to franchise’","When it comes to the Clippers-Kawhi Leonard scandal, Adam Silver believes it’s time to move forward.",2026-09-15T22:34:24+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/nba-commish-reacts-clippers-boss-215929728.html,"NBA Commish reacts to Clippers boss’ ‘precise words,’ alludes to possible federal hot water",Adam Silver heard what Steve Ballmer said in his apology — and appeared to notice what the now-suspended Clippers owner did not say. Speaking Tuesday after the NBA Board of...,2026-09-15T21:59:29+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/paul-george-excited-to-play-for-celtics-alongside-jayson-tatum-i-can-play-off-another-superstar-wing-210431152.html,Paul George excited to play for Celtics alongside Jayson Tatum: &#39;I can play off another superstar wing&#39;,George is optimistic about his new surroundings following his trade to Boston in exchange for Jaylen Brown.,2026-09-15T21:04:31+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/former-lakers-owner-vetted-purchase-210012540.html,Former Lakers owner vetted before purchase; NBA Commish details lack of ‘red flags’,"The Lakers, and Mark Walter, were among many talking points during Adam Silver&#39;s Board of Governors media availability.",2026-09-15T21:00:12+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/nba-says-looked-precedent-doling-204633906.html,NBA says it looked at precedent before doling out Clippers&#39; penalties for cap circumvention,"Silver, speaking Tuesday at the end of a two-day Board of Governors meeting, pointed to how the Minnesota Timberwolves were once docked five picks for cap circumvention as the precedent used in this case.",2026-09-15T20:46:33+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/warriors-icon-could-dealt-seismic-204439749.html,Warriors icon could be dealt in seismic midseason reset: insider,"The 2026-27 NBA season could determine whether the Golden State Warriors extend their aging foundation or finally tear it down. Stephen Curry, Draymond Green and Jimmy Butler are all playing...",2026-09-15T20:44:39+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/adam-silver-ready-to-move-on-after-the-clippers-kawhi-leonard-scandal-discipline-is-final-204134359.html,Adam Silver ready to move on after the Clippers-Kawhi Leonard scandal: &#39;Discipline is final&#39;,"The NBA stripped the Clippers of five first-round draft picks earlier this month, among other things, in the wake of the Kawhi Leonard scandal.",2026-09-15T20:41:34+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/boston-celtics-daily-links-9-203526423.html,Boston Celtics Daily Links 9/15/26,All the Celtics news you need in one convenient place.,2026-09-15T20:35:26+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/nba-commissioner-admits-clippers-discipline-202826557.html,NBA commissioner admits Clippers discipline incidentally &#39;punishing the fans&#39;,NBA commissioner Adam Silver expanded on a handful of hot-button topics.,2026-09-15T20:28:26+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/ducking-lindy-waters-iii-leaving-200051481.html,Ducking out: Lindy Waters III leaving NBA to play for Beijing Ducks,The one-time Warriors sharpshooter will seek his fortune with the Beijing Ducks,2026-09-15T20:00:51+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/laying-expectations-paul-george-mike-195629201.html,"Laying out expectations for Paul George, Mike Conley and Jayson Tatum",The newest Celtics were introduced to the media at The Auerbach Center.,2026-09-15T19:56:29+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/adam-silver-doesnt-want-trail-blazers-leaving-portland-amid-tense-negotiations-over-new-arena-it-would-be-a-failure-195334771.html,Adam Silver doesn&#39;t want Trail Blazers leaving Portland amid tense negotiations over new arena: &#39;It would be a failure&#39;,The Trail Blazers have been working on a deal with local officials to bring massive renovations to the Moda Center.,2026-09-15T19:53:34+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/mike-conley-paul-george-share-193500949.html,"Mike Conley, Paul George share underrated reason they will benefit the Celtics",Both NBA veterans come with plenty of experience and accolades — but neither has won a title. That desperation could fuel the 2026-2027 Celtics.,2026-09-15T19:35:00+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/where-michael-porter-jr-julius-193056641.html,Can chemistry between Michael Porter Jr. and Julius Randle lead Nets to 50 wins?!?,"They can both score a lot, and they’re both Nets. Can they get Nets out of lousy offense?",2026-09-15T19:30:56+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/player-preview-rasheer-fleming-chance-190000501.html,Player Preview: Rasheer Fleming is about to get his chance to prove it,"Rasheer Fleming showed flashes of being a legitimate 3-and-D player last season, and now the Suns need that growth to continue.",2026-09-15T19:00:00+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/steve-kerr-warns-draymond-green-182812086.html,Steve Kerr warns Draymond Green will face ‘frustrating’ Warriors adjustment in 2026,Steve Kerr had some words for the wise for his power forward,2026-09-15T18:28:12+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/stephen-smith-eviscerates-kawhi-leonard-175145206.html,Stephen A. Smith eviscerates Kawhi Leonard in world-class Clippers scandal rant,Kawhi Leonard got to have his cake and eat it too,2026-09-15T17:51:45+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/paul-george-shares-crucial-injury-175144871.html,Paul George shares crucial injury update in intro presser,The newest Celtic made one thing clear in his first media availability of the year: he’s as healthy as he’s been in years.,2026-09-15T17:51:44+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/shams-charania-reveals-why-kawhi-174757079.html,Shams Charania reveals why Kawhi Leonard avoided suspension after Clippers probe,NBA needed a smoking gun on Kawhi Leonard,2026-09-15T17:47:57+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/editor-chief-mailbag-getting-close-171825468.html,Editor-in-chief mailbag: We’re getting close …,Media day is less than two weeks away. Hit me with your questions!,2026-09-15T17:18:25+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/why-lakers-defense-vastly-improved-160236677.html,Why Lakers’ defense is vastly improved after offseason construction,The Lakers&#39; expected defensive struggles have been greatly exaggerated.,2026-09-15T16:02:36+00:00,2026-09-16T08:35:03.234433+00:00
yahoo-nba,https://sports.yahoo.com/articles/nike-unveils-nba-specter-uniforms-141600697.html,Nike unveils new NBA ‘Specter&#39; uniforms for historic franchises: See them here,Eight of the NBA&#39;s most historic franchises will have an extra jersey for the upcoming season.,2026-09-15T14:16:00+00:00,2026-09-16T08:35:03.234433+00:00
