feed,url,title,summary,published_at,fetched_at
yahoo-nba,https://sports.yahoo.com/nba/article/nba-schedule-release-pelicans-and-spurs-will-fly-the-most-miles-in-2026-27-season-knicks-will-travel-the-least-021750216.html,"NBA schedule release: Pelicans and Spurs will fly the most miles in 2026-27 season, Knicks will travel the least",A pair of games overseas boost New Orleans and San Antonio&#39;s time in the air as the Western Conference braces to travel significant distances this season.,2026-08-14T02:17:50+00:00,2026-08-14T05:02:04.008139+00:00
yahoo-nba,https://sports.yahoo.com/articles/bradley-beal-contract-grade-veteran-010916291.html,Bradley Beal contract grade: Veteran guard returning to Clippers,Bradley Beal has agreed to a two-year deal to return to the LA Clippers. We grade the contract.,2026-08-14T01:09:16+00:00,2026-08-14T05:02:04.008139+00:00
yahoo-nba,https://sports.yahoo.com/articles/bob-iger-expected-owner-most-004502365.html,Bob Iger expected to be owner ‘most actively involved’ with Lakers,It appears Bob Iger will be the face of this new Lakers ownership group.,2026-08-14T00:45:02+00:00,2026-08-14T05:02:04.008139+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/nba-schedule-release-winners--losers-including-rookies-monster-slates-and-some-questionable-decisions-003738142.html,"NBA schedule release: Winners & losers, including rookies, monster slates and some questionable decisions",Let&#39;s take stock of how things shook out on the day when every fanbase learned what lies ahead.,2026-08-14T00:37:38+00:00,2026-08-14T05:02:04.008139+00:00
yahoo-nba,https://sports.yahoo.com/articles/kevin-durant-congratulates-inspiring-russell-002842613.html,Kevin Durant congratulates &#39;inspiring&#39; Russell Westbrook on retirement,Kevin Durant and Russell Westbrook spent eight years together on the Thunder. Durant shared a heartfelt message about Westbrook&#39;s retirement.,2026-08-14T00:28:42+00:00,2026-08-14T05:02:04.008139+00:00
yahoo-nba,https://sports.yahoo.com/articles/lakers-schedule-know-2026-27-001345863.html,Lakers schedule: What to know for 2026-27 season,Luka Doncic and the Los Angeles Lakers will have an opportunity to remain a contender in the Western Conference for the 2026-27 season.,2026-08-14T00:13:45+00:00,2026-08-14T05:02:04.008139+00:00
yahoo-nba,https://sports.yahoo.com/articles/important-quirks-dates-games-knicks-000631734.html,"Important quirks, dates, and games in the Knicks’ 2026-27 schedule",Everything you need to know about the defending champion’s 2026-27 schedule.,2026-08-14T00:06:31+00:00,2026-08-14T05:02:04.008139+00:00
__poll__,poll://2026-08-14/2026-08-14T05:02:04.008139+00:00,"poll ran: 1/3 feeds reachable, 50 item(s) appended",,2026-08-14,2026-08-14T05:02:04.008139+00:00
yahoo-nba,https://sports.yahoo.com/articles/deonte-burton-join-nlex-road-145525266.html,Deonte Burton to join NLEX Road Warriors in October,"Former Iowa State men’s basketball player Deonte Burton, who played for the Cyclones from 2015 to 2017, will play for NLEX Road Warriors when the PBA season 50 Governors’ Cup resumes in October. The team made the announcement Friday, following a 112-110 loss to Converge FiberXers. Road Warriors head coach Jimmy Alapag is “very excited” […]",2026-08-14T14:55:25+00:00,2026-08-14T16:06:03.506785+00:00
yahoo-nba,https://sports.yahoo.com/articles/analyzing-knicks-2026-27-nba-141322113.html,Analyzing Knicks&#39; 2026-27 NBA regular season schedule,"With the NBA regular season schedule released, let’s dive into all 82 games to take an early glimpse at what the Knicks should expect in defense of their throne this year.",2026-08-14T14:13:22+00:00,2026-08-14T16:06:03.506785+00:00
yahoo-nba,https://sports.yahoo.com/articles/2025-26-spurs-player-reviews-133000776.html,2025-26 Spurs Player Reviews: Devin Vassell,"This is the Devin Vassell we’ve all been waiting for, and the one the Spurs needed.",2026-08-14T13:30:00+00:00,2026-08-14T16:06:03.506785+00:00
yahoo-nba,https://sports.yahoo.com/articles/good-chance-zaccharie-risacher-turn-131145851.html,There’s a good chance Zaccharie Risacher will turn it all around in Dallas: “The team lacked real structure in Atlanta”,Was bringing Zaccharie Risacher to the Dallas Mavericks a good idea? French journalist Lukas Nicot weighs in.,2026-08-14T13:11:45+00:00,2026-08-14T16:06:03.506785+00:00
yahoo-nba,https://sports.yahoo.com/articles/browns-fans-hope-index-low-124903733.html,"Browns fans’ ‘Hope Index’ is low, not the lowest","Cleveland Browns fans are some of the best in the NFL but their hope for the 2026 season is similar to betting lines, low",2026-08-14T12:49:03+00:00,2026-08-14T16:06:03.506785+00:00
yahoo-nba,https://sports.yahoo.com/articles/darko-rajakovic-coach-raptors-123842074.html,Darko Rajakovic is the coach that Raptors need,"With or without Kawhi Leonard, the Raptors head coach holds the key to the next level.",2026-08-14T12:38:42+00:00,2026-08-14T16:06:03.506785+00:00
yahoo-nba,https://sports.yahoo.com/articles/odyssey-several-extended-road-trips-122900884.html,The Odyssey: several extended road trips stand in the way of 50+ Celtics wins,Will Boston win enough games to host a playoff series in Round 1?,2026-08-14T12:29:00+00:00,2026-08-14T16:06:03.506785+00:00
yahoo-nba,https://sports.yahoo.com/articles/nba-10-best-rivalries-ranked-120000451.html,"The NBA’s 10 best rivalries, ranked for 2026-27 season with every matchup to circle",Let’s rank the best rivalries in the NBA right now after the release of the new schedule.,2026-08-14T12:00:00+00:00,2026-08-14T16:06:03.506785+00:00
