feed,url,title,summary,published_at,fetched_at
yahoo-nba,https://sports.yahoo.com/articles/nbas-first-mvp-pettit-dies-222800929.html,NBA&#39;s first MVP Pettit dies aged 93,"Bob Pettit, one of the earliest stars of the NBA and the first man to win the MVP award, has died aged 93.",2026-09-25T05:36:56+00:00,2026-09-25T08:48:46.628363+00:00
yahoo-nba,https://sports.yahoo.com/articles/jalen-brunson-fully-cleared-start-030808478.html,Jalen Brunson ‘fully cleared’ for start of Knicks camp after offseason surgery,Jalen Brunson started his live podcast Thursday with an injury update.,2026-09-25T03:08:08+00:00,2026-09-25T08:48:46.628363+00:00
yahoo-nba,https://sports.yahoo.com/articles/jj-redick-addresses-lakers-starting-020114042.html,JJ Redick addresses Lakers starting lineup then drops viral quote,"Who will join Luka Doncic, Austin Reaves and Walker Kessler in the Lakers starting lineup this season?",2026-09-25T02:01:14+00:00,2026-09-25T08:48:46.628363+00:00
yahoo-nba,https://sports.yahoo.com/articles/lakers-rob-pelinka-jj-redick-013835103.html,"Lakers Rob Pelinka, JJ Redick confident in offseason roster changeover","&quot;Probably for the first time in my three years here, I feel like the pieces actually fit together,&quot; Redick said.",2026-09-25T01:38:35+00:00,2026-09-25T08:48:46.628363+00:00
yahoo-nba,https://sports.yahoo.com/articles/bob-pettit-imposing-hawks-great-012156152.html,"Bob Pettit, imposing Hawks great and first NBA MVP, dies at 93",Pettit was the first player in NBA history to win the league’s Most Valuable Player Award.,2026-09-25T01:21:56+00:00,2026-09-25T08:48:46.628363+00:00
yahoo-nba,https://sports.yahoo.com/articles/knicks-jalen-brunson-says-hes-003709002.html,Knicks&#39; Jalen Brunson says he&#39;s fully cleared after offseason surgery,Knicks guard Jalen Brunson revealed to a live crowd via his podcast that he is fully cleared after undergoing offseason wrist surgery.,2026-09-25T00:37:09+00:00,2026-09-25T08:48:46.628363+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/luka-led-lakers-are-younger-deeper-and-built-on-connectivity-the-best-teams-are-the-most-connected-teams-001649035.html,"Luka-led Lakers are younger, deeper and built on connectivity: &#39;The best teams are the most connected teams&#39;",Rob Pelinka and JJ Redick heaped praise on the Lakers minicamp Luka Dončić orchestrated in Slovenia this summer.,2026-09-25T00:16:49+00:00,2026-09-25T08:48:46.628363+00:00
__poll__,poll://2026-09-25/2026-09-25T08:48:46.628363+00:00,"poll ran: 1/3 feeds reachable, 30 item(s) appended",,2026-09-25,2026-09-25T08:48:46.628363+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/the-chase-down-podcast-joins-for-a-cavs-conversation--wnba-playoff-preview-180927949.html,The Chase Down Podcast joins for a Cavs conversation + WNBA Playoff Preview,"Nekias Duncan and Steve Jones are joined by Justin Rowan and Carter Rodriguez (The Chase Down Podcast) for a wide-ranging conversation about the Cleveland Cavaliers. Plus, Steve and Nekias preview the first round of the 2026 WNBA playoffs!",2026-09-25T18:09:27+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/jalen-brunson-says-fully-cleared-174830971.html,Jalen Brunson says he is fully cleared for training camp after offseason wrist surgery,The NBA Finals MVP will be good to go for training camp next week (after hosting Saturday Night Live).,2026-09-25T17:48:30+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/mavs-cooper-flagg-says-hes-grown-an-inch-is-now-6-foot-10-without-shoes-173047483.html,"Mavs&#39; Cooper Flagg says he&#39;s grown an inch, is now 6-foot-10 without shoes","Flagg was listed at 6-foot-9 last season, during which he earned NBA Rookie of the Year honors at 19 years old.",2026-09-25T17:30:47+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/jj-redick-says-adou-thiero-170000225.html,JJ Redick says Adou Thiero has had ‘unbelievable’ two months of development this summer,"The second-year wing is healthy and flourishing, according to his head coach",2026-09-25T17:00:00+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/forgot-trey-170000793.html,They Forgot About Trey,"For a while the 30-year-old forward was around, until he wasn’t, but now he’s here.",2026-09-25T17:00:00+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/dangelo-russell-reportedly-waived-by-grizzlies-2-months-after-trade-from-wizards-165351084.html,D&#39;Angelo Russell reportedly waived by Grizzlies 2 months after trade from Wizards,Russell&#39;s next team will be his fourth in the past two seasons.,2026-09-25T16:53:51+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/jalen-brunson-says-hes-fully-cleared-for-knicks-training-camp-after-offseason-wrist-surgery-164430661.html,Jalen Brunson says he&#39;s &#39;fully cleared&#39; for Knicks training camp after offseason wrist surgery,"When the Knicks officially begin their NBA championship defense next week, their captain will be on the floor leading them.",2026-09-25T16:44:30+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/lebron-james-why-philadelphia-one-163723865.html,"LeBron James on why Philadelphia: &#39;One of the most important [reasons] is the big fella,&#39; Joel Embiid","LeBron also talks says how close he is to Tyrese Maxey mattered, as did the Jaylen Brown trade.",2026-09-25T16:37:23+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/mmbets-hawks-look-capitalize-another-163000694.html,MMBets: The Hawks look to capitalize on another offseason of building,The Hawks have a big season ahead after exceeding expectations in 2025.,2026-09-25T16:30:00+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/does-jj-redick-takes-lead-162530304.html,Does JJ Redick have what it takes to lead the Lakers to a championship?,There’s always pressure on JJ Redick to deliver at a high level.,2026-09-25T16:25:30+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/tyrese-maxey-always-finds-ways-152601827.html,Tyrese Maxey always finds ways to improve. 2026-27 should be no different,"Coming off a career year and his first All-NBA honor, Tyrese Maxey could be even more effective and efficient on these new-look Sixers.",2026-09-25T15:26:01+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/mmb-lounge-preseason-dallas-mavericks-152209061.html,MMB Lounge: Preseason is here for the Dallas Mavericks,Let’s discuss Dallas Mavericks basketball,2026-09-25T15:22:09+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/3-things-watch-knicks-training-144341005.html,"3 things to watch at Knicks training camp, including Karl-Anthony Towns extension talks",The World Champion Knicks begin training camp on Monday -- here are three things to keep an eye on while the team prepares to defend its title.,2026-09-25T14:43:41+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/bounce-remembering-michael-jordan-became-143107658.html,"The Bounce: Remembering when Michael Jordan became a Wizard, 25 years ago","The Bounce Newsletter | This is The Athletic’s daily NBA newsletter. Sign up here to receive The Bounce directly in your inbox. RIP to Hall of Famer Bob Pettit, who was the first recipient of the NBA’s Most Valuable Player Award, and to longtime Lakers public address announcer Lawrence Tanter. Wizarding world Remembering MJ’s D.C. era On this date 25 years ago, a 38-year-old Michael Jordan announced his return as a player with the Wizards. “I’m doing it for the love of the game,” he said at the",2026-09-25T14:31:07+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/nba/article/is-kyrie-irving-the-perfect-partner-for-cooper-flagg-142010156.html,Is Kyrie Irving the perfect partner for Cooper Flagg?,Here&#39;s what a healthy Irving could unlock for Flagg and the Mavericks this season.,2026-09-25T14:20:10+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/preview-three-reasons-why-quickley-140000500.html,Preview: Three reasons why Quickley is the most important Raptor,The point guard could determine how far Toronto goes in the playoffs.,2026-09-25T14:00:00+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/sixers-hold-2026-blue-white-134916773.html,Sixers to hold 2026 Blue-White scrimmage at Xfinity Mobile Arena,The Sixers&#39; annual Blue-White scrimmage will be at Xfinity Mobile Arena in 2026.,2026-09-25T13:49:16+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/kyrie-irving-back-joy-returned-133100561.html,"With Kyrie Irving back, joy has returned to Dallas","Cooper Flagg is the future, but Kyrie Irving is that last piece of pure joy left from an era everyone misses.",2026-09-25T13:31:00+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/friday-posted-toasted-notes-kat-130000371.html,"Friday Posted & Toasted Notes: KAT’s bag, Jordy McClarkson, salty RJ, married Pop","You know things are gearing up when you cook a fresh list of links and notes spanning just three days’ worth of news, and it already goes up to nearly 1K words. We’re so close to basketball, folks! “I didn’t play for like a month, but me just being a pro, I had to stay […]",2026-09-25T13:00:00+00:00,2026-09-25T19:14:45.513171+00:00
yahoo-nba,https://sports.yahoo.com/articles/why-sixers-james-explains-decision-122019923.html,"Why the Sixers? James explains decision, Maxey&#39;s influence",LeBron James detailed the role Tyrese Maxey played in his decision to join the Sixers.,2026-09-25T12:20:19+00:00,2026-09-25T19:14:45.513171+00:00
